temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,hour,day_of_week,month,year,is_weekend,day_of_month,week_of_year,is_rush_hour,is_morning_peak,is_evening_peak
267.84,0.0,0.0,20,Clouds,few clouds,4281,14,6,2,2017,1,5,5,0,0,0
268.43,0.0,0.0,20,Clouds,few clouds,4323,15,6,2,2017,1,5,5,0,0,0
268.49,0.0,0.0,1,Clear,sky is clear,4493,16,6,2,2017,1,5,5,1,0,1
268.42,0.0,0.0,1,Clear,sky is clear,3671,17,6,2,2017,1,5,5,1,0,1
267.72,0.0,0.0,1,Clear,sky is clear,2711,18,6,2,2017,1,5,5,1,0,1
266.48,0.0,0.0,75,Clouds,broken clouds,2121,19,6,2,2017,1,5,5,1,0,1
265.68,0.0,0.0,90,Clouds,overcast clouds,2076,20,6,2,2017,1,5,5,0,0,0
265.28,0.0,0.0,90,Clouds,overcast clouds,2751,21,6,2,2017,1,5,5,0,0,0
265.02,0.0,0.0,1,Clear,sky is clear,2485,22,6,2,2017,1,5,5,0,0,0
264.66,0.0,0.0,1,Clear,sky is clear,1058,23,6,2,2017,1,5,5,0,0,0
264.28,0.0,0.0,1,Clear,sky is clear,517,0,0,2,2017,0,6,6,0,0,0
264.09,0.0,0.0,1,Clear,sky is clear,329,1,0,2,2017,0,6,6,0,0,0
264.09,0.0,0.0,1,Clear,sky is clear,256,2,0,2,2017,0,6,6,0,0,0
264.29,0.0,0.0,1,Clear,sky is clear,310,3,0,2,2017,0,6,6,0,0,0
264.69,0.0,0.0,1,Clear,sky is clear,811,4,0,2,2017,0,6,6,0,0,0
264.65,0.0,0.0,1,Clear,sky is clear,2600,5,0,2,2017,0,6,6,0,0,0
264.47,0.0,0.0,1,Clear,sky is clear,5626,6,0,2,2017,0,6,6,0,0,0
264.41,0.0,0.0,1,Clear,sky is clear,6550,7,0,2,2017,0,6,6,1,1,0
264.53,0.0,0.0,1,Clear,sky is clear,5779,8,0,2,2017,0,6,6,1,1,0
265.09,0.0,0.0,1,Clear,sky is clear,4885,9,0,2,2017,0,6,6,1,1,0
266.42,0.0,0.0,1,Clear,sky is clear,4218,10,0,2,2017,0,6,6,0,0,0
268.82,0.0,0.0,75,Clouds,broken clouds,4256,11,0,2,2017,0,6,6,0,0,0
270.62,0.0,0.0,1,Clear,sky is clear,4629,12,0,2,2017,0,6,6,0,0,0
271.62,0.0,0.0,1,Clear,sky is clear,4485,13,0,2,2017,0,6,6,0,0,0
272.48,0.0,0.0,75,Clouds,broken clouds,4910,14,0,2,2017,0,6,6,0,0,0
272.89,0.0,0.0,1,Clear,sky is clear,5639,15,0,2,2017,0,6,6,0,0,0
273.02,0.0,0.0,90,Clouds,overcast clouds,6551,16,0,2,2017,0,6,6,1,0,1
272.68,0.0,0.0,90,Clouds,overcast clouds,6000,17,0,2,2017,0,6,6,1,0,1
272.35,0.0,0.0,90,Clouds,overcast clouds,4526,18,0,2,2017,0,6,6,1,0,1
272.22,0.0,0.0,90,Clouds,overcast clouds,2848,19,0,2,2017,0,6,6,1,0,1
272.09,0.0,0.0,90,Clouds,overcast clouds,2383,20,0,2,2017,0,6,6,0,0,0
272.35,0.0,0.0,90,Clouds,overcast clouds,2101,21,0,2,2017,0,6,6,0,0,0
272.15,0.0,0.0,90,Clouds,overcast clouds,1451,22,0,2,2017,0,6,6,0,0,0
272.1,0.0,0.0,75,Clouds,broken clouds,926,23,0,2,2017,0,6,6,0,0,0
271.85,0.0,0.0,90,Clouds,overcast clouds,502,0,1,2,2017,0,7,6,0,0,0
271.59,0.0,0.0,75,Mist,mist,326,1,1,2,2017,0,7,6,0,0,0
271.59,0.0,0.0,40,Mist,mist,257,2,1,2,2017,0,7,6,0,0,0
271.59,0.0,0.0,40,Haze,haze,257,2,1,2,2017,0,7,6,0,0,0
271.36,0.0,0.0,1,Mist,mist,319,3,1,2,2017,0,7,6,0,0,0
271.36,0.0,0.0,1,Snow,light snow,319,3,1,2,2017,0,7,6,0,0,0
271.28,0.0,0.0,90,Mist,mist,891,4,1,2,2017,0,7,6,0,0,0
270.9,0.0,0.0,90,Haze,haze,2834,5,1,2,2017,0,7,6,0,0,0
270.9,0.0,0.0,90,Mist,mist,2834,5,1,2,2017,0,7,6,0,0,0
270.35,0.0,0.0,90,Mist,mist,5611,6,1,2,2017,0,7,6,0,0,0
270.35,0.0,0.0,90,Haze,haze,5611,6,1,2,2017,0,7,6,0,0,0
269.89,0.0,0.0,90,Mist,mist,5929,7,1,2,2017,0,7,6,1,1,0
269.89,0.0,0.0,90,Haze,haze,5929,7,1,2,2017,0,7,6,1,1,0
269.84,0.0,0.0,90,Mist,mist,5059,8,1,2,2017,0,7,6,1,1,0
269.84,0.0,0.0,90,Haze,haze,5059,8,1,2,2017,0,7,6,1,1,0
269.84,0.0,0.0,90,Snow,light snow,5059,8,1,2,2017,0,7,6,1,1,0
269.47,0.0,0.0,90,Mist,mist,4140,9,1,2,2017,0,7,6,1,1,0
269.47,0.0,0.0,90,Haze,haze,4140,9,1,2,2017,0,7,6,1,1,0
269.47,0.0,0.0,90,Snow,light snow,4140,9,1,2,2017,0,7,6,1,1,0
269.35,0.0,0.0,90,Mist,mist,3927,10,1,2,2017,0,7,6,0,0,0
269.35,0.0,0.0,90,Haze,haze,3927,10,1,2,2017,0,7,6,0,0,0
269.28,0.0,0.0,90,Mist,mist,4108,11,1,2,2017,0,7,6,0,0,0
269.28,0.0,0.0,90,Haze,haze,4108,11,1,2,2017,0,7,6,0,0,0
268.96,0.0,0.0,90,Mist,mist,4339,12,1,2,2017,0,7,6,0,0,0
268.96,0.0,0.0,90,Snow,light snow,4339,12,1,2,2017,0,7,6,0,0,0
268.62,0.0,0.0,90,Mist,mist,4321,13,1,2,2017,0,7,6,0,0,0
268.62,0.0,0.0,90,Snow,light snow,4321,13,1,2,2017,0,7,6,0,0,0
267.9,0.0,0.0,90,Snow,light snow,4646,14,1,2,2017,0,7,6,0,0,0
268.15,0.0,0.0,90,Mist,mist,5350,15,1,2,2017,0,7,6,0,0,0
267.59,0.0,0.0,90,Clouds,overcast clouds,6499,16,1,2,2017,0,7,6,1,0,1
267.15,0.0,0.0,90,Clouds,overcast clouds,5784,17,1,2,2017,0,7,6,1,0,1
266.53,0.0,0.0,1,Clear,sky is clear,4454,18,1,2,2017,0,7,6,1,0,1
265.89,0.0,0.0,75,Clouds,broken clouds,3103,19,1,2,2017,0,7,6,1,0,1
265.51,0.0,0.0,40,Clouds,scattered clouds,2566,20,1,2,2017,0,7,6,0,0,0
264.51,0.0,0.0,5,Clear,sky is clear,2264,21,1,2,2017,0,7,6,0,0,0
263.72,0.0,0.0,75,Clouds,broken clouds,1570,22,1,2,2017,0,7,6,0,0,0
262.59,0.0,0.0,75,Clouds,broken clouds,954,23,1,2,2017,0,7,6,0,0,0
261.97,0.0,0.0,75,Snow,light snow,739,0,2,2,2017,0,8,6,0,0,0
261.09,0.0,0.0,1,Snow,light snow,561,1,2,2,2017,0,8,6,0,0,0
260.09,0.0,0.0,1,Clear,sky is clear,407,2,2,2,2017,0,8,6,0,0,0
259.16,0.0,0.0,1,Clear,sky is clear,387,3,2,2,2017,0,8,6,0,0,0
258.22,0.0,0.0,1,Clear,sky is clear,914,4,2,2,2017,0,8,6,0,0,0
256.83,0.0,0.0,1,Clear,sky is clear,2833,5,2,2,2017,0,8,6,0,0,0
256.09,0.0,0.0,1,Clear,sky is clear,5795,6,2,2,2017,0,8,6,0,0,0
255.66,0.0,0.0,1,Clear,sky is clear,6785,7,2,2,2017,0,8,6,1,1,0
255.09,0.0,0.0,40,Clouds,scattered clouds,6115,8,2,2,2017,0,8,6,1,1,0
255.35,0.0,0.0,40,Clouds,scattered clouds,5033,9,2,2,2017,0,8,6,1,1,0
256.08,0.0,0.0,20,Clouds,few clouds,4141,10,2,2,2017,0,8,6,0,0,0
257.46,0.0,0.0,20,Haze,haze,4703,11,2,2,2017,0,8,6,0,0,0
259.08,0.0,0.0,1,Clear,sky is clear,4825,12,2,2,2017,0,8,6,0,0,0
260.21,0.0,0.0,5,Clear,sky is clear,4725,13,2,2,2017,0,8,6,0,0,0
261.15,0.0,0.0,1,Clear,sky is clear,5072,14,2,2,2017,0,8,6,0,0,0
262.02,0.0,0.0,20,Clouds,few clouds,5715,15,2,2,2017,0,8,6,0,0,0
262.47,0.0,0.0,1,Clear,sky is clear,6620,16,2,2,2017,0,8,6,1,0,1
262.59,0.0,0.0,5,Clear,sky is clear,6546,17,2,2,2017,0,8,6,1,0,1
261.59,0.0,0.0,8,Clear,sky is clear,4966,18,2,2,2017,0,8,6,1,0,1
261.16,0.0,0.0,40,Clouds,scattered clouds,3398,19,2,2,2017,0,8,6,1,0,1
260.42,0.0,0.0,90,Clouds,overcast clouds,2706,20,2,2,2017,0,8,6,0,0,0
260.42,0.0,0.0,40,Clouds,scattered clouds,2819,21,2,2,2017,0,8,6,0,0,0
260.02,0.0,0.0,1,Clear,sky is clear,3925,22,2,2,2017,0,8,6,0,0,0
259.62,0.0,0.0,1,Clear,sky is clear,1237,23,2,2,2017,0,8,6,0,0,0
259.36,0.0,0.0,1,Clear,sky is clear,602,0,3,2,2017,0,9,6,0,0,0
259.16,0.0,0.0,1,Clear,sky is clear,355,1,3,2,2017,0,9,6,0,0,0
258.29,0.0,0.0,1,Clear,sky is clear,292,2,3,2,2017,0,9,6,0,0,0
257.42,0.0,0.0,1,Clear,sky is clear,342,3,3,2,2017,0,9,6,0,0,0
257.15,0.0,0.0,1,Clear,sky is clear,878,4,3,2,2017,0,9,6,0,0,0
256.82,0.0,0.0,1,Clear,sky is clear,2731,5,3,2,2017,0,9,6,0,0,0
256.49,0.0,0.0,1,Clear,sky is clear,5706,6,3,2,2017,0,9,6,0,0,0
256.29,0.0,0.0,1,Clear,sky is clear,6630,7,3,2,2017,0,9,6,1,1,0
256.02,0.0,0.0,5,Clear,sky is clear,5886,8,3,2,2017,0,9,6,1,1,0
257.15,0.0,0.0,5,Clear,sky is clear,5121,9,3,2,2017,0,9,6,1,1,0
258.22,0.0,0.0,1,Clear,sky is clear,4527,10,3,2,2017,0,9,6,0,0,0
260.02,0.0,0.0,1,Clear,sky is clear,4789,11,3,2,2017,0,9,6,0,0,0
261.65,0.0,0.0,1,Clear,sky is clear,4864,12,3,2,2017,0,9,6,0,0,0
263.21,0.0,0.0,1,Clear,sky is clear,4959,13,3,2,2017,0,9,6,0,0,0
264.61,0.0,0.0,1,Clear,sky is clear,5327,14,3,2,2017,0,9,6,0,0,0
265.68,0.0,0.0,5,Clear,sky is clear,5977,15,3,2,2017,0,9,6,0,0,0
266.08,0.0,0.0,5,Clear,sky is clear,6594,16,3,2,2017,0,9,6,1,0,1
266.58,0.0,0.0,1,Clear,sky is clear,6168,17,3,2,2017,0,9,6,1,0,1
265.53,0.0,0.0,40,Clouds,scattered clouds,4828,18,3,2,2017,0,9,6,1,0,1
265.58,0.0,0.0,75,Clouds,broken clouds,3397,19,3,2,2017,0,9,6,1,0,1
265.72,0.0,0.0,40,Clouds,scattered clouds,2931,20,3,2,2017,0,9,6,0,0,0
265.9,0.0,0.0,90,Clouds,overcast clouds,2765,21,3,2,2017,0,9,6,0,0,0
266.41,0.0,0.0,75,Clouds,broken clouds,2020,22,3,2,2017,0,9,6,0,0,0
266.55,0.0,0.0,75,Clouds,broken clouds,1158,23,3,2,2017,0,9,6,0,0,0
266.79,0.0,0.0,90,Clouds,overcast clouds,590,0,4,2,2017,0,10,6,0,0,0
267.02,0.0,0.0,90,Clouds,overcast clouds,393,1,4,2,2017,0,10,6,0,0,0
267.02,0.0,0.0,90,Clouds,overcast clouds,303,2,4,2,2017,0,10,6,0,0,0
267.08,0.0,0.0,1,Clear,sky is clear,340,3,4,2,2017,0,10,6,0,0,0
266.79,0.0,0.0,1,Clear,sky is clear,874,4,4,2,2017,0,10,6,0,0,0
266.9,0.0,0.0,1,Clear,sky is clear,2750,5,4,2,2017,0,10,6,0,0,0
267.27,0.0,0.0,1,Clear,sky is clear,5684,6,4,2,2017,0,10,6,0,0,0
267.46,0.0,0.0,1,Clear,sky is clear,6474,7,4,2,2017,0,10,6,1,1,0
267.61,0.0,0.0,1,Clear,sky is clear,5710,8,4,2,2017,0,10,6,1,1,0
268.33,0.0,0.0,1,Clear,sky is clear,4795,9,4,2,2017,0,10,6,1,1,0
269.71,0.0,0.0,1,Clear,sky is clear,4203,10,4,2,2017,0,10,6,0,0,0
271.15,0.0,0.0,1,Clear,sky is clear,4464,11,4,2,2017,0,10,6,0,0,0
273.39,0.0,0.0,75,Clouds,broken clouds,4664,12,4,2,2017,0,10,6,0,0,0
275.27,0.0,0.0,40,Clouds,scattered clouds,4622,13,4,2,2017,0,10,6,0,0,0
277.02,0.0,0.0,40,Clouds,scattered clouds,4989,14,4,2,2017,0,10,6,0,0,0
278.58,0.0,0.0,40,Clouds,scattered clouds,5670,15,4,2,2017,0,10,6,0,0,0
279.61,0.0,0.0,1,Clear,sky is clear,6566,16,4,2,2017,0,10,6,1,0,1
279.55,0.0,0.0,1,Clear,sky is clear,6124,17,4,2,2017,0,10,6,1,0,1
278.78,0.0,0.0,40,Clouds,scattered clouds,4694,18,4,2,2017,0,10,6,1,0,1
277.96,0.0,0.0,75,Clouds,broken clouds,3186,19,4,2,2017,0,10,6,1,0,1
277.59,0.0,0.0,1,Clear,sky is clear,2646,20,4,2,2017,0,10,6,0,0,0
278.08,0.0,0.0,75,Clouds,broken clouds,2487,21,4,2,2017,0,10,6,0,0,0
278.4,0.0,0.0,1,Clear,sky is clear,2242,22,4,2,2017,0,10,6,0,0,0
278.72,0.0,0.0,1,Clear,sky is clear,1069,23,4,2,2017,0,10,6,0,0,0
278.36,0.0,0.0,1,Clear,sky is clear,1197,0,5,2,2017,1,11,6,0,0,0
277.89,0.0,0.0,1,Clear,sky is clear,788,1,5,2,2017,1,11,6,0,0,0
277.69,0.0,0.0,40,Clouds,scattered clouds,538,2,5,2,2017,1,11,6,0,0,0
277.35,0.0,0.0,1,Clear,sky is clear,334,3,5,2,2017,1,11,6,0,0,0
276.69,0.0,0.0,1,Clear,sky is clear,265,4,5,2,2017,1,11,6,0,0,0
276.22,0.0,0.0,1,Clear,sky is clear,460,5,5,2,2017,1,11,6,0,0,0
275.69,0.0,0.0,1,Clear,sky is clear,875,6,5,2,2017,1,11,6,0,0,0
275.22,0.0,0.0,90,Clouds,overcast clouds,1249,7,5,2,2017,1,11,6,1,1,0
274.76,0.0,0.0,90,Clouds,overcast clouds,2098,8,5,2,2017,1,11,6,1,1,0
274.75,0.0,0.0,75,Clouds,broken clouds,3155,9,5,2,2017,1,11,6,1,1,0
275.42,0.0,0.0,1,Clear,sky is clear,4247,10,5,2,2017,1,11,6,0,0,0
275.73,0.0,0.0,1,Clear,sky is clear,4645,11,5,2,2017,1,11,6,0,0,0
276.75,0.0,0.0,1,Clear,sky is clear,5020,12,5,2,2017,1,11,6,0,0,0
277.36,0.0,0.0,1,Clear,sky is clear,4928,13,5,2,2017,1,11,6,0,0,0
278.35,0.0,0.0,1,Clear,sky is clear,4986,14,5,2,2017,1,11,6,0,0,0
278.88,0.0,0.0,1,Clear,sky is clear,4815,15,5,2,2017,1,11,6,0,0,0
278.51,0.0,0.0,40,Clouds,scattered clouds,4760,16,5,2,2017,1,11,6,1,0,1
278.01,0.0,0.0,40,Clouds,scattered clouds,4984,17,5,2,2017,1,11,6,1,0,1
277.16,0.0,0.0,90,Clouds,overcast clouds,4739,18,5,2,2017,1,11,6,1,0,1
276.4,0.0,0.0,90,Clouds,overcast clouds,3605,19,5,2,2017,1,11,6,1,0,1
275.95,0.0,0.0,90,Clouds,overcast clouds,2862,20,5,2,2017,1,11,6,0,0,0
275.82,0.0,0.0,90,Drizzle,drizzle,2835,21,5,2,2017,1,11,6,0,0,0
275.82,0.0,0.0,90,Rain,moderate rain,2835,21,5,2,2017,1,11,6,0,0,0
275.75,0.0,0.0,90,Rain,moderate rain,2489,22,5,2,2017,1,11,6,0,0,0
275.75,0.0,0.0,90,Drizzle,drizzle,2489,22,5,2,2017,1,11,6,0,0,0
275.84,0.0,0.0,1,Rain,light rain,1822,23,5,2,2017,1,11,6,0,0,0
275.84,0.0,0.0,1,Drizzle,light intensity drizzle,1822,23,5,2,2017,1,11,6,0,0,0
275.84,0.0,0.0,1,Mist,mist,1822,23,5,2,2017,1,11,6,0,0,0
275.88,0.0,0.0,40,Rain,light rain,1196,0,6,2,2017,1,12,6,0,0,0
275.88,0.0,0.0,40,Mist,mist,1196,0,6,2,2017,1,12,6,0,0,0
275.88,0.0,0.0,40,Drizzle,light intensity drizzle,1196,0,6,2,2017,1,12,6,0,0,0
275.88,0.0,0.0,40,Rain,light rain,829,1,6,2,2017,1,12,6,0,0,0
275.88,0.0,0.0,40,Mist,mist,829,1,6,2,2017,1,12,6,0,0,0
275.88,0.0,0.0,40,Drizzle,drizzle,829,1,6,2,2017,1,12,6,0,0,0
276.15,0.0,0.0,1,Drizzle,light intensity drizzle,538,2,6,2,2017,1,12,6,0,0,0
276.15,0.0,0.0,1,Mist,mist,538,2,6,2,2017,1,12,6,0,0,0
275.72,0.0,0.0,1,Drizzle,light intensity drizzle,334,3,6,2,2017,1,12,6,0,0,0
275.55,0.0,0.0,90,Clouds,overcast clouds,265,4,6,2,2017,1,12,6,0,0,0
274.75,0.0,0.0,40,Clouds,scattered clouds,429,5,6,2,2017,1,12,6,0,0,0
273.22,0.0,0.0,1,Clear,sky is clear,774,6,6,2,2017,1,12,6,0,0,0
271.95,0.0,0.0,1,Clear,sky is clear,1084,7,6,2,2017,1,12,6,1,1,0
271.35,0.0,0.0,1,Clear,sky is clear,1789,8,6,2,2017,1,12,6,1,1,0
271.36,0.0,0.0,5,Clear,sky is clear,2666,9,6,2,2017,1,12,6,1,1,0
272.42,0.0,0.0,1,Clear,sky is clear,3517,10,6,2,2017,1,12,6,0,0,0
273.42,0.0,0.0,5,Clear,sky is clear,3952,11,6,2,2017,1,12,6,0,0,0
274.42,0.0,0.0,1,Clear,sky is clear,4297,12,6,2,2017,1,12,6,0,0,0
275.28,0.0,0.0,1,Clear,sky is clear,4679,13,6,2,2017,1,12,6,0,0,0
275.88,0.0,0.0,1,Clear,sky is clear,4538,14,6,2,2017,1,12,6,0,0,0
276.4,0.0,0.0,1,Clear,sky is clear,4342,15,6,2,2017,1,12,6,0,0,0
276.87,0.0,0.0,1,Clear,sky is clear,4775,16,6,2,2017,1,12,6,1,0,1
276.53,0.0,0.0,1,Clear,sky is clear,5766,17,6,2,2017,1,12,6,1,0,1
275.53,0.0,0.0,1,Clear,sky is clear,3964,18,6,2,2017,1,12,6,1,0,1
274.75,0.0,0.0,1,Clear,sky is clear,3168,19,6,2,2017,1,12,6,1,0,1
273.53,0.0,0.0,1,Clear,sky is clear,2631,20,6,2,2017,1,12,6,0,0,0
273.02,0.0,0.0,1,Clear,sky is clear,2208,21,6,2,2017,1,12,6,0,0,0
271.84,0.0,0.0,1,Clear,sky is clear,1723,22,6,2,2017,1,12,6,0,0,0
271.49,0.0,0.0,1,Clear,sky is clear,1069,23,6,2,2017,1,12,6,0,0,0
270.96,0.0,0.0,1,Clear,sky is clear,645,0,0,2,2017,0,13,7,0,0,0
271.02,0.0,0.0,1,Clear,sky is clear,402,1,0,2,2017,0,13,7,0,0,0
270.81,0.0,0.0,1,Clear,sky is clear,324,2,0,2,2017,0,13,7,0,0,0
270.58,0.0,0.0,1,Clear,sky is clear,368,3,0,2,2017,0,13,7,0,0,0
270.34,0.0,0.0,1,Clear,sky is clear,869,4,0,2,2017,0,13,7,0,0,0
270.58,0.0,0.0,1,Clear,sky is clear,2703,5,0,2,2017,0,13,7,0,0,0
270.21,0.0,0.0,1,Clear,sky is clear,5717,6,0,2,2017,0,13,7,0,0,0
270.55,0.0,0.0,1,Clear,sky is clear,6643,7,0,2,2017,0,13,7,1,1,0
271.02,0.0,0.0,1,Clear,sky is clear,6255,8,0,2,2017,0,13,7,1,1,0
272.75,0.0,0.0,1,Clear,sky is clear,4943,9,0,2,2017,0,13,7,1,1,0
275.08,0.0,0.0,1,Clear,sky is clear,4447,10,0,2,2017,0,13,7,0,0,0
276.75,0.0,0.0,1,Clear,sky is clear,4558,11,0,2,2017,0,13,7,0,0,0
278.42,0.0,0.0,1,Clear,sky is clear,4627,12,0,2,2017,0,13,7,0,0,0
278.95,0.0,0.0,1,Clear,sky is clear,4794,13,0,2,2017,0,13,7,0,0,0
279.82,0.0,0.0,1,Clear,sky is clear,4930,14,0,2,2017,0,13,7,0,0,0
280.65,0.0,0.0,1,Clear,sky is clear,5568,15,0,2,2017,0,13,7,0,0,0
271.815,0.0,0.0,0,Clear,Sky is Clear,332,1,1,2,2017,0,14,7,0,0,0
270.536,0.0,0.0,0,Clear,Sky is Clear,266,2,1,2,2017,0,14,7,0,0,0
270.536,0.0,0.0,0,Clear,Sky is Clear,322,3,1,2,2017,0,14,7,0,0,0
270.536,0.0,0.0,0,Clear,Sky is Clear,831,4,1,2,2017,0,14,7,0,0,0
269.822,0.0,0.0,0,Clear,Sky is Clear,2746,5,1,2,2017,0,14,7,0,0,0
269.822,0.0,0.0,0,Clear,Sky is Clear,5774,6,1,2,2017,0,14,7,0,0,0
269.822,0.0,0.0,0,Clear,Sky is Clear,6355,7,1,2,2017,0,14,7,1,1,0
272.061,0.0,0.0,24,Clouds,few clouds,6003,8,1,2,2017,0,14,7,1,1,0
273.16700000000003,0.0,0.0,0,Clear,Sky is Clear,5153,9,1,2,2017,0,14,7,1,1,0
273.16700000000003,0.0,0.0,0,Clear,Sky is Clear,4395,10,1,2,2017,0,14,7,0,0,0
277.353,0.0,0.0,8,Clear,sky is clear,4650,11,1,2,2017,0,14,7,0,0,0
277.353,0.0,0.0,8,Clear,sky is clear,4915,12,1,2,2017,0,14,7,0,0,0
277.353,0.0,0.0,8,Clear,sky is clear,4811,13,1,2,2017,0,14,7,0,0,0
275.46,0.0,0.0,36,Clouds,scattered clouds,5098,14,1,2,2017,0,14,7,0,0,0
275.46,0.0,0.0,36,Clouds,scattered clouds,5892,15,1,2,2017,0,14,7,0,0,0
275.46,0.0,0.0,36,Clouds,scattered clouds,6530,16,1,2,2017,0,14,7,1,0,1
271.087,0.0,0.0,0,Clear,Sky is Clear,6093,17,1,2,2017,0,14,7,1,0,1
271.087,0.0,0.0,0,Clear,Sky is Clear,4734,18,1,2,2017,0,14,7,1,0,1
271.087,0.0,0.0,0,Clear,Sky is Clear,3376,19,1,2,2017,0,14,7,1,0,1
268.832,0.0,0.0,0,Clear,Sky is Clear,2715,20,1,2,2017,0,14,7,0,0,0
268.832,0.0,0.0,0,Clear,Sky is Clear,3111,21,1,2,2017,0,14,7,0,0,0
268.832,0.0,0.0,0,Clear,Sky is Clear,3604,22,1,2,2017,0,14,7,0,0,0
267.254,0.0,0.0,0,Clear,Sky is Clear,1296,23,1,2,2017,0,14,7,0,0,0
267.254,0.0,0.0,0,Clear,Sky is Clear,671,0,2,2,2017,0,15,7,0,0,0
267.254,0.0,0.0,0,Clear,Sky is Clear,368,1,2,2,2017,0,15,7,0,0,0
265.42900000000003,0.0,0.0,0,Clear,Sky is Clear,287,2,2,2,2017,0,15,7,0,0,0
265.42900000000003,0.0,0.0,0,Clear,Sky is Clear,335,3,2,2,2017,0,15,7,0,0,0
265.42900000000003,0.0,0.0,0,Clear,Sky is Clear,884,4,2,2,2017,0,15,7,0,0,0
263.79200000000003,0.0,0.0,0,Clear,Sky is Clear,2731,5,2,2,2017,0,15,7,0,0,0
263.79200000000003,0.0,0.0,0,Clear,Sky is Clear,5810,6,2,2,2017,0,15,7,0,0,0
263.79200000000003,0.0,0.0,0,Clear,Sky is Clear,6830,7,2,2,2017,0,15,7,1,1,0
264.896,0.0,0.0,8,Clear,sky is clear,6036,8,2,2,2017,0,15,7,1,1,0
264.896,0.0,0.0,8,Clear,sky is clear,5176,9,2,2,2017,0,15,7,1,1,0
265.191,0.0,0.0,0,Clear,Sky is Clear,4440,10,2,2,2017,0,15,7,0,0,0
270.55,0.0,0.0,0,Clear,Sky is Clear,4703,11,2,2,2017,0,15,7,0,0,0
270.55,0.0,0.0,0,Clear,Sky is Clear,4880,12,2,2,2017,0,15,7,0,0,0
270.55,0.0,0.0,0,Clear,Sky is Clear,4873,13,2,2,2017,0,15,7,0,0,0
273.939,0.0,0.0,0,Clear,Sky is Clear,5206,14,2,2,2017,0,15,7,0,0,0
273.939,0.0,0.0,0,Clear,Sky is Clear,5605,15,2,2,2017,0,15,7,0,0,0
273.939,0.0,0.0,0,Clear,Sky is Clear,6601,16,2,2,2017,0,15,7,1,0,1
271.341,0.0,0.0,8,Clear,sky is clear,6093,17,2,2,2017,0,15,7,1,0,1
271.341,0.0,0.0,8,Clear,sky is clear,4844,18,2,2,2017,0,15,7,1,0,1
271.341,0.0,0.0,8,Clear,sky is clear,3502,19,2,2,2017,0,15,7,1,0,1
267.775,0.0,0.0,0,Clear,Sky is Clear,2844,20,2,2,2017,0,15,7,0,0,0
267.775,0.0,0.0,0,Clear,Sky is Clear,2727,21,2,2,2017,0,15,7,0,0,0
267.775,0.0,0.0,0,Clear,Sky is Clear,1722,22,2,2,2017,0,15,7,0,0,0
267.785,0.0,0.0,0,Clear,Sky is Clear,1050,23,2,2,2017,0,15,7,0,0,0
267.785,0.0,0.0,0,Clear,Sky is Clear,711,0,3,2,2017,0,16,7,0,0,0
267.785,0.0,0.0,0,Clear,Sky is Clear,504,1,3,2,2017,0,16,7,0,0,0
268.039,0.0,0.0,8,Clear,sky is clear,418,2,3,2,2017,0,16,7,0,0,0
268.039,0.0,0.0,8,Clear,sky is clear,468,3,3,2,2017,0,16,7,0,0,0
268.039,0.0,0.0,8,Clear,sky is clear,933,4,3,2,2017,0,16,7,0,0,0
268.381,0.0,0.0,24,Clouds,few clouds,2755,5,3,2,2017,0,16,7,0,0,0
268.381,0.0,0.0,24,Clouds,few clouds,5721,6,3,2,2017,0,16,7,0,0,0
268.381,0.0,0.0,24,Clouds,few clouds,6888,7,3,2,2017,0,16,7,1,1,0
270.471,0.0,0.0,20,Clouds,few clouds,6137,8,3,2,2017,0,16,7,1,1,0
270.471,0.0,0.0,20,Clouds,few clouds,5040,9,3,2,2017,0,16,7,1,1,0
270.471,0.0,0.0,20,Clouds,few clouds,4510,10,3,2,2017,0,16,7,0,0,0
276.269,0.0,0.0,68,Clouds,broken clouds,4739,11,3,2,2017,0,16,7,0,0,0
276.269,0.0,0.0,68,Clouds,broken clouds,4864,12,3,2,2017,0,16,7,0,0,0
276.269,0.0,0.0,68,Clouds,broken clouds,5039,13,3,2,2017,0,16,7,0,0,0
279.555,0.0,0.0,76,Clouds,broken clouds,5365,14,3,2,2017,0,16,7,0,0,0
279.555,0.0,0.0,76,Clouds,broken clouds,5681,15,3,2,2017,0,16,7,0,0,0
279.555,0.0,0.0,76,Clouds,broken clouds,6564,16,3,2,2017,0,16,7,1,0,1
276.83,0.0,0.0,20,Clouds,few clouds,6273,17,3,2,2017,0,16,7,1,0,1
276.83,0.0,0.0,20,Clouds,few clouds,4663,18,3,2,2017,0,16,7,1,0,1
276.83,0.0,0.0,20,Clouds,few clouds,3399,19,3,2,2017,0,16,7,1,0,1
273.774,0.0,0.0,12,Clouds,few clouds,2934,20,3,2,2017,0,16,7,0,0,0
273.774,0.0,0.0,12,Clouds,few clouds,3283,21,3,2,2017,0,16,7,0,0,0
273.774,0.0,0.0,12,Clouds,few clouds,3751,22,3,2,2017,0,16,7,0,0,0
272.589,0.0,0.0,0,Clear,Sky is Clear,1319,23,3,2,2017,0,16,7,0,0,0
272.589,0.0,0.0,0,Clear,Sky is Clear,692,0,4,2,2017,0,17,7,0,0,0
